noteId,createdAtMillis,summary,label
1405376164571488258,1623902762916,"Lack of &quot;evidence&quot; can not prove a negative, the claims made are an opinion, they raise questions that must be investigated for their veracity.  https://www.revolver.news/2021/06/federal-foreknowledge-jan-6-unindicted-co-conspirators-raise-disturbing-questions/",0
2001713382827671679,1766080635160,This image/post contains an undisclosed advertisement for a gambling website. Such posts violate X guidelines on promoting gambling content.    https://business.x.com/en/help/ads-policies/ads-content-policies/gambling-content,1
1718299219633623405,1698509433077,Al Qaida est souvent qualifié de « groupe terroriste » par l’AFP.   https://x.com/tefyandria/status/1718287419085050248?s=46&amp;t=eoX4zqFzbRejs3Kgt1f5Ag,0
1939334886231294031,1751208442635,این خبر منبع معتبری ندارد و پیش‌تر هم در سال‌های ۲۰۱۱ و ۲۰۱۷ منتشر و توسط میزان تکذیب شده است. مشرق آن را از رکنا نقل کرده، اما زنجیره منابع به سایت‌هایی می‌رسد که سند معتبر ندارند.     https://tn.ai/1336442    https://x.com/mersen/status/1939306889088491789?s=46,1
1792065243193172221,1716096623595,"The source used by the community note actually confirms the video's authenticity, not the opposite. It provides detailed evidence, like differences in lighting and normal blinking patterns, to show that the video is real.  https://www.bbc.com/news/62338593.amp",1
1987488013828415656,1762689042895,Eminemによる2010年のシングル“Not Afraid” のジャケット写真からの盗用です。    https://en.wikipedia.org/wiki/Not_Afraid,1
1952344305181589698,1754310129815,投稿長文をよく読むとわかるように、&quot;研究者たちは表向き「鼻腔スプレーとして使用する」と説明&quot;とあり、aerovaxはデバイスを通したスプレーによる吸入型のワクチンであり、後の無差別に投与される、空中散布で投与されるといった話は、この内容を書いた方の妄想にすぎない事に注意が必要です。  実際のaerovaxの投与の様子は下記の動画箇所にあるもので、デバイスに口をつけて吸入するようになっています。  https://youtu.be/_otSU8PA0qk?t=72  動画の提示場所は下記のサイトです。  https://aerovax.ca/aerovax-trial-details/  吸入型ワクチンが無差別投与に使われるといった噂は過去にも出ており、誤りであるとファクトチェックされています。  https://www.factcheck.org/2023/10/scicheck-posts-falsely-push-bill-gates-connected-air-vaccine-conspiracy/  ,1
1761055022912344395,1708703210940,Image is from 2014 and is an altered/fake image from original poster @berberoglu79 who's account is now suspended.     Source: https://tineye.com/search/d6e86a38769d664fe5235a17067aa238ad5e4383?sort=crawl_date&amp;order=asc&amp;page=1    Source: https://twitter.com/berberoglu79,1
1823092737597723119,1723494154725,🚨 This is a fraudulent crypto scam. The link sonic-labs[.]pages[.]dev is designed to drain your crypto wallet. Stay safe and avoid interacting with it.    https://web3antivirus.io/scam-report/?id=496474,1
1869529111112343866,1734565448918,"Ana Orsini died from a ruptured brain aneurysm, which affects some 30,000 people per year in the US, with a 50% fatality rate.    Vaccines do not cause aneurysms.    https://www.techarp.com/facts/ana-orsini-vaccine-aneurysm-death/    https://www.cbsnews.com/news/ana-orsini-tucson-arizona-news-anchor-dies-age-28-kold-tv/    https://people.com/ana-orsini-died-brain-aneurysm-colleague-says-8763171    https://www.kktv.com/2024/12/18/news-anchor-28-dies-after-suffering-brain-aneurysm/    https://www.cdc.gov/vaccine-safety/vaccines/covid-19.html",1
1862944815668981973,1732995630553,It's a joke you taris  www.google.com/joke,0
1787545204142350425,1715018962310,"La resolución de la Corte Internacional de Justicia se dará a conocer en un plazo de alrededor de dos semanas, después de los alegatos de ambas partes (después del 30 abril 2024)  Además, se espera una audiencia para escuchar alegatos en 2025  •https://imagenpoblana.com/24/04/30/en-dos-semanas-habra-resolucion-sobre-denuncia-de-mexico-contra-ecuador-ante-la-cij   •https://www.laiguana.tv/articulos/1224462-cuando-se-conocera-la-resolucion-de-la-cij-sobre-denuncia-de-mexico-contra-ecuador/  •https://icj-cij.org/case/195 ",1
1653792075509379072,1683129731430,"Press Secretary of the President of Ukraine, Serhii Nykyforov, said that they were not involved in the drone attack on the Kremlin.    https://meduza.io/en/news/2023/05/03/zelensky-spokesman-says-ukraine-has-no-information-about-alleged-drone-strike-on-kremlin-calls-attack-predictable-step-from-our-opponents    https://twitter.com/disclosetv/status/1653747026117513217?s=61&amp;t=RNXmXqezlERd_M5fqO0rkA    https://www.indiatoday.in/world/russia-ukraine-war/story/no-info-ukraine-denies-kremlins-claim-of-assassination-attempt-on-putin-2368139-2023-05-03#    https://tass.com/world/1612981    https://www.reuters.com/world/europe/russia-launches-unsuccessful-strikes-kyiv-ukraine-2023-05-03/    https://www.forbes.com/sites/siladityaray/2023/05/03/ukraine-denies-making-assassination-attempt-on-putin/",1
1881911727538794874,1737517694731,NNN - notes are probably not needed here but to claim notes have not been used to point out idiotic opinins or claimed facts is obserd. Go look at funny community note on youtube.    We can't be 100% serious all the time,0
1870782750242009432,1734864339777,NNN they need to hear this.,0
1870161798428823623,1734716293329,"Taylor Swift has 94.7 million monthly listeners on Spotify, with top markets including Vietnam, Taiwan, India, and the Philippines. Her global appeal spans diverse cultures, disproving claims that her audience is limited to one demographic.    https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02?utm_source=chatgpt.com    https://chartmasters.org/taylor-swifts-global-heatmap/?utm_source=chatgpt.com",1
1948528268652494962,1753400315808,Contrairement à ce qui est indiqué dans la vidéo la construction de la Tour Eiffel est bien documenté.     Les plants et calculs sont consultables gratuitement ici :  https://passerelles.essentiels.bnf.fr/fr/album/c2ed97d0-6861-4ebc-9760-06e4def9eff8-plans-gustave-eiffel-pour-tour-eiffel    De plus de nombreuses photos sont disponibles :  https://artsandculture.google.com/story/la-construction-de-la-tour-eiffel/UgWBgIpO0RsA8A    Une reportage complet sur la tour :   https://youtu.be/cJhVjVQT95A?si=IZy0t4kQzu4hx5hF,1
1744533311786299559,1704764128047,"Musk, who claims that he wants X to be the “best source of truth,” regularly facilitates and posts misinformation himself.    https://foreignpolicy.com/2023/07/15/elon-musk-twitter-blue-checks-verification-disinformation-propaganda-russia-china-trust-safety/    https://rollingstone.com/culture/culture-lists/elon-musk-twitter-zuckerberg-lies-1234808808/    https://factcheck.org/person/elon-musk    ",1
1710364930250014998,1696617751072,"Die Aussage, dass sich die CDU für Arbeitnehmer einsetzt ist falsch.  Die CDU war z.B. immer gegen den Mindestlohn.    https://www.deutschlandfunk.de/cdu-sozialpolitiker-gegen-staatlichen-mindestlohn-100.html  ",1
1883811304760295768,1737970589233,"NNN - the caption says “after they celebrated Australia Day in Adelaide” not because they did, whoever left the community note needs to improve their literacy skills.",0
1969749311786201590,1758459806759,"NNN - Ed Davey is denouncing the lack of action on Child Abuse under Elon Musk, not regarding X’s policies.",0
1788159387720450125,1715165395085,ユーザーから見れば伊藤忠のせいで国内でUSコンバースを購入できないことに変わりなく、この投稿には不要なノートと思われます。,0
1931865730120647031,1749427657047,"Cette photo a été capturée le 26 octobre 2023 à Paris, au cœur d’une mobilisation en solidarité avec le peuple palestinien.    https://www.huffingtonpost.fr/international/article/conflit-israel-palestine-en-france-le-piege-de-la-plaie-memorielle_225274.html",1
1875228842240974851,1735924370714,"L’auteur oublie de préciser que: Salah exprime ceci au fait que pour le moment, les deux parties (Salah &amp; Liverpool) n’ont toujours pas trouvé un accord pour une prolongation de contrat, donc, il dit qu’il partira libre s’il ne trouve toujours aucun accord.    https://x.com/redsfrance/status/1875220767509811306?s=46&amp;t=yxHikaEfAhlP7fqxsEiUcw",0
1770837521028481439,1711035540243,"O post expressa fatos, o jovem foi claramente agredito, e também uma opinião do autor.   Independente da intenção do jovem, nada justifica as agressões físicas recebidas.",0
1956602813343035444,1755325437280,"Representative Doug LaMalfa voted AGAINST H.R. 1 — &quot;For the People Act&quot; in 2021 and 2019. The bill would have, among many other things, “requires states to establish independent redistricting commissions to carry out congressional redistricting”.     1.) https://clerk.house.gov/Votes/202162  2.) https://www.congress.gov/bill/117th-congress/house-bill/1/text  3.) https://lamalfa.house.gov/media-center/press-releases/lamalfa-opposes-partisan-legislation-to-endanger-election-system",1
1841492724832203072,1727881053537,"The Voyager spacecraft are powered by Radioisotope Thermoelectric Generators (RTGs) that do not depend on sunlight. Over nearly 50 years of operation, the power output from the RTG has depleted, but is expected to power at least one instrument until the 2030s.    https://blogs.nasa.gov/voyager/2024/10/01/nasa-turns-off-science-instrument-to-save-voyager-2-power/",1
1836820329869578727,1726767067767,⚠️ Deceptive site ahead    Potential threats on grasfoundatlon[.]xyz include:      * Fake versions of MetaMask    * Secret Recovery Phrase or password theft    * Malicious transactions resulting in stolen assets    Advisory provided by Ethereum Phishing Detector and Web3 Antivirus - https://web3antivirus.io/scam-report/?id=515845,1
1645215571812798465,1681084933604,It is not a retweet neither a link to the account.    ,0
1588251992597487616,1667503757988,"As the Medical Examiner who performed the autopsy, Officer Sicknick died of natural causes after suffering two strokes. Furthermore, the Medical Examiner established that there was no connection with the events of January 6 (Sicknick hadn't been pepper sprayed or hit).    https://www.npr.org/2021/04/19/988876722/capitol-police-officer-brian-sicknick-died-of-natural-causes-medical-examiner-ru  https://www.judicialwatch.org/jw-sicknick-documents/",1
1717622331080679557,1698348050272,Taylor Swift was born on the 13th of December 1989. The year she was born in is the reason Taylor’s album is called 1989.    Link: https://en.m.wikipedia.org/wiki/Taylor_Swift,1
1851042963448594823,1730158007858,This is an edited screenshot and not an original post from Jadon Sancho.     https://x.com/Tunnykvng/status/1850896374662893942?t=cBx8zzAmaNCvU6qZPh9jrQ&amp;s=19,0
2009289662062633159,1767886960890,Misinformation!  This is an old video from Sri Lanka. The girl in the video is a Sri Lankan girl who fell in love with a content creator Wild Carlos. Nothing to do with India and Indian girls.    https://x.com/dintentdata/status/1828814994592670152    https://www.youtube.com/watch?v=HcJsz5yx4zc    https://www.instagram.com/p/C27iKRes7z_/,1
1728267911788142681,1700886154493,This is a video from England dated Nov 24 2017.  For more information:  https://www.dailymail.co.uk/video/news/video-1579128/Black-Friday-Video-shows-mad-rush-one-man-entering-store.html,1
1805023931251995038,1719186215590,"Die russische Angriff ist gem. Artikel 51 der UN-Charta nicht zu beanstanden, sondern muss als BERECHTIGTE SELBSTVERTEIDIGUNG betrachtet werden. Russland führt also KEINEN VÖLKERRECHTSWIDRIGEN KRIEG und ist kein Aggressor - Diese Fakten werden durch viele Quellen bestätigt!   https://www.docdroid.net/FzmwtNI/die-osterweiterung-der-nato-pdf#page=5",0
1728901935380513276,1701037317499,"W tym czasie polski eksport do Kirgistanu wzrósł prawie 12-krotnie, do Armenii ponad 8-krotnie, do Kazachstanu 2,5-krotnie. W IV kw. 2022 r. krajowy eksport do tych krajów był prawie o 660 mln euro większy niż rok wcześniej (wzrost o 90 proc. rok do roku.)    https://biznes.interia.pl/gospodarka/news-z-niemiec-do-krajow-azji-srodkowej-a-dalej-do-rosji-tak-sie-,nId,6943704",1
1807837367786500182,1719856991133,"Según la Encuesta Nacional de Condiciones de Vivienda 2024 (ENCOVI), 82.8% de la población vive bajo la línea de pobreza, 50.5% bajo la línea de pobreza extrema y 89% de los hogares sufre inseguridad alimentaria.    https://www.ucab.edu.ve/guayana/encovi-2023-los-hallazgos-mas-destacados-sobre-las-condiciones-de-vida-de-los-venezolanos    https://x.com/ltornarolli/status/1768737383178965002?s=46&amp;t=Ukn3FJYeeDliY8iWrGWQSQ",1
1840276093372448969,1727590985993,Misleading. This video is nothing to do with Israel attack on Bairut that killed Nasrallah. It is a video of a coach celebrating with his sports team. The video is from 2015.  https://www.instagram.com/betcha_pa/reel/C2H9BWOr4It/  ,1
1732476975480967215,1701889673477,Il s'agit d'une fausse capture d'écran réalisée par le compte twitter &quot;parodique&quot; SurmulotsNews.    Jean-Luc Mélenchon n'a jamais tweeté ceci.    https://twitter.com/SurmulotsNews/status/1732323000769188045,1
1720478447678476772,1699029001538,"I know this isn’t the right forum to raise this but the user is pretending to be somebody else and appears to have set up the account to insult other users. There is no where to report impersonation of anyone not on X   https://www.google.com/url?q=https://www.esafety.gov.au/young-people/trolling%23:~:text%3DTrolling%2520is%2520when%2520someone%2520post,likely%2520to%2520make%2520things%2520worse.&amp;sa=U&amp;sqi=2&amp;ved=2ahUKEwjX8dCPoKiCAxXzWEEAHSYUBpMQFnoECA8QBQ&amp;usg=AOvVaw1_tqjpftLrDAKsqUTnJ4B4",1
1690631931874959681,1691913037639,"A diferencia de otros Estados, Canadá posee dos lenguas oficiales a nivel nacional reconocidas en el Official Languages Act de 1969: Inglés y Francés, de uso en todo el territorio. Canadá también reconoce 11 lenguas nativas de uso local y registra un centenar más sin estatus  https://laws-lois.justice.gc.ca/eng/acts/O-3.01/",1
1806640913478758732,1719571734194,"Ben Brechtken ist bereits länger als Rechtspopulist und Lügner bekannt. Seinerseits fand keinerlei Korrektur statt, dass es sowohl vom ZDF sowie von der Tagesschau Artikel über Bidens schwachen Auftritt gab.  https://www.tagesschau.de/ausland/amerika/us-wahl-tv-duell-102.html  https://www.zdf.de/nachrichten/politik/ausland/biden-trump-debatte-reaktionen-usa-wahl-100.html",1
1828925909610434640,1724884891308,This account is impersonating @BabyDogeCoin. Letters have been changed in the user name to fool people into misreading it as the real account. https://x.com/BabyDogeCoin,0
1715721882379665527,1697894947988,ゲーム機の予約販売をしていると謳っていますが、公式ではない並行輸入であるため故障、不良品のサポートが受けられない可能性があります。  また、舶来ガジェットで購入したものが届かないと主張するツイート、ブログが多数見受けられ、利用していた銀行口座が詐欺を理由として凍結されていた事実があります。    https://twitter.com/Stardust_3939/status/1637475316863221760,1
1982008790028624214,1761382694142,パクツイです。  https://twitter.com/gqvpziu9uob22r7/status/1764058453549756570   ,0
1688905610094690700,1691501450452,"NNN, the note above has nothing to do with what we can see in the post, which is clearly a meme. There should be a feature to report notes on satirical posts and memes",0
1709829643086254498,1696490128668,The timeline for reaching the net zero by 2050 has not changed and enshrined in law.  Some individual policy timeline changes ( amongst around 200 ) have been made during the period to 2050.     https://www.theguardian.com/politics/2023/sep/20/uk-net-zero-policies-scrapped-what-do-changes-mean,1
1820352004583006573,1722840713053,"L'auteur du post initial exprime une opinion,non une affirmation fausse.  Le contenu de la NC fournit un contexte important, mais devrait être une réponse au tweet initial,non une NC.",0
2028506941907955766,1772468717444,Israel Zionist regime  and the U.S.A are the one who first launched attack against Iran killing school going children the number standing at 165children and the Supreme leader. Iran is fighting and defending their sovereignty. Israel &amp; U.S.A are the threat to world peace   https://www.aljazeera.com/news/2026/2/28/israel-strikes-two-schools-in-iran-killing-more-than-50-people  https://www.theguardian.com/world/2026/mar/01/how-israeli-sleight-and-us-might-led-to-the-assassination-of-ali-khamenei  https://www.theguardian.com/world/2025/apr/27/israeli-airstrike-hits-beirut-suburb-despite-ceasefire-with-hezbollah  https://www.aljazeera.com/news/2025/11/11/how-many-times-has-israel-violated-the-gaza-ceasefire-here-are-the-numbers,0
2034646643404902403,1773932536351,El mar caribe recibe su nombre por las tribus encontradas en la costa norte de sur América cuáles   (mayor parte siendo Venezuela y Colombia) y parte de sus islas.     Haciendo así a Venezuela parte del Caribe por sus orígenes étnicos.     https://es.wikipedia.org/wiki/Historia_del_mar_Caribe    https://www.perplexity.ai/search/de-donde-provienen-los-habitan-VbCZz4LjRZCjWsXU4f4iOA#0,1
1882211032342626695,1737589054557,⚠️ Deceptive site ahead    Potential threats on jupuary-jup[.]lol include:      * Fake versions of MetaMask    * Secret Recovery Phrase or password theft    * Malicious transactions resulting in stolen assets    Advisory provided by Ethereum Phishing Detector and Web3 Antivirus - https://web3antivirus.io/scam-report/590961/,1
1927476196138262775,1748381110592,"AOC’s net worth is not $29 million. Current estimates of the representative’s wealth and assets are well below $100,000.    https://www.opensecrets.org/personal-finances/alexandria-ocasio-cortez/net-worth?cid=N00041162    https://www.factcheck.org/2024/03/posts-make-baseless-claim-about-net-worth-of-ocasio-cortez/  ",1
1820601641466319260,1722900231128,"This was tweeted by a troll, not by an actual Mayo Clinic doctor.     https://apnews.com/article/fact-check-mayo-clinic-impersonator-002368034651    https://www.beckershospitalreview.com/hospital-physician-relationships/mayo-clinic-asks-twitter-to-delete-parody-account-of-user-claiming-to-misdiagnose-trump-supporters.html    https://checkyourfact.com/2022/06/17/fact-check-doctor-misdiganose-trump-supporters/    https://www.politifact.com/factchecks/2022/jun/15/young-americas-foundation/hoax-claim-about-mayo-clinic-trump-supporters-and-/    https://www.usatoday.com/story/news/factcheck/2022/06/28/fact-check-post-claiming-misdiagnose-trump-supporters-hoax-mayo-clinic/7637860001/    https://www.thedailybeast.com/far-right-twitter-keeps-falling-for-the-same-liberal-troll    https://leadstories.com/hoax-alert/2022/06/fact-check-tweet-claiming-the-mayo-clinic-is-misdiagnosing-trump-supporters-is-fake.html",1
1846670921014055331,1729115631713,He needed.    https://www.tac.org/resources/emergencies/,0
1779966717612966155,1713212110321,NNN. O post é claramente uma sátira e a informação é facilmente verificável por qualquer pessoa com acesso ao Google.,0
1803267928885961155,1718767552002,This is a scam. ⚠️    It does not come from the official @Tesla verified account.    Real accounts owned by Elon Musk are https://x.com/elonmusk     And Tesla's is; https://x.com/tesla     Scammers have pretended to be Elon Musk or his companies to make fake promotions and trying to steal personal information or other assets.,0
1817308379729264892,1722115056340,NHKの記事を基に補足します。  https://www3.nhk.or.jp/news/html/20240725/k10014522251000.html    配偶者のいない場合の遺族厚生年金は、現行制度では男女で受け取り要件に差異があります。    ▽女性は、夫が亡くなった時に30歳未満だった人は5年間、30歳以上だった人は、生涯にわたって受け取れる一方、  ▽男性は、妻が亡くなった時に55歳未満だった人は受け取れません。    今回の制度改正はこの格差是正を解消するものであること、現行制度で受け取る人は改正対象にならないこと、5年間の受給額は増やす検討がされています。,1
2031350118281322864,1773146583516,Stolen word by word    https://x.com/lfc_bkay/status/2031019662163538142?s=46,0
1872886260785971413,1735365855772,Fake news. This was just a proposal by someone but it was never accepted. Money was never transfered.   https://x.com/BhagirathS19/status/1872658585756541102?t=sRMVvcPSdhof2-cv0si42Q&amp;s=19,0
1936784048615211397,1750600275554,ノートID 1936768113615552894:  その指摘は引用元の河合議員のツイートにつけるべきです,0
1946001799254569173,1752797958565,This is a fake statement.    The original source for this statement is a parody account: P. Enis of CBS News.    https://x.com/PeterEnisCBS/status/1945909064292028922,1
1741823587244179646,1704118079371,"Το κοριτσάκι που ανέβηκε με τον κ.Δούκα δεν είναι από την Παλαιστίνη, είναι η κόρη της παρουσιάστριας της βραδιάς Ζαμπέτογλου.  https://www.missbloom.gr/celebrities/1028335/sofia-galakterou-i-8xroni-kori-tis-nansus-zampetoglou-kai-tou-nasou-galakterou-einai-to-pio-fashionable-koritsi/",1
1714680081644163182,1697646563339,Schalke 04 steht derzeit auf dem 16. Platz der 2. Bundesliga mit einer Torbilanz von -6 Toren    https://www.kicker.de/2-bundesliga/tabelle/2023-24/9,1
1996327161494491411,1764796459922,It says &quot;*A* community note.&quot; There's no implication that most or even multiple of them are mad.,0
1778899782204879289,1712957733096,"The source cited states that Hamas has &quot;incomplete data&quot; for 11,371 of the casualties it has reported. It does not state those casualties are fabrications. The missing data are be any of the following: identity number, full name, date of birth, or date of death.    https://t.me/MOHMediaGaza/5271",1
2026239583730479509,1771928137129,Es un montaje con IA el anillo aparece y desaparece.  https://x.com/_vizz_zz/status/2026216402303009188?s=46,0
2031335146079613140,1773143013865,"The leaving of Zayn from 1D was announced on March 25th, 2015  https://www.facebook.com/100044443839226/posts/869295683125227/?mibextid=rS40aB7S9Ucbxw6v",0
1870122515172901212,1734706927470,"NNN.    Pelo contrário, a deputada diz que Síndrome de Down não está listado como CID (0:45).",0
1961623147033043244,1756522378105,This is Universal’s Islands of Adventure in Hogsmeade.     https://en.wikipedia.org/wiki/The_Wizarding_World_of_Harry_Potter_(Universal_Orlando_Resort),1
1774003165651980689,1711790288734,社説に記載している判決ではＹＯＬ見出しのデッドコピーについて、著作権法による保護の下にあるとまでは認められないものの、不法行為が成立すると記載されていることに留意が必要です。    https://www.courts.go.jp/app/files/hanrei_jp/350/009350_hanrei.pdf  https://www.courts.go.jp/app/hanrei_jp/detail7?id=9350  https://www.itlaw.jp/hanreichizai.pdf,1
